title,material,weight,transport,recyclability,true_eco_score,co2_emissions,origin
necklace,Cardboard,1.76,Air,Medium,F,2.77,BRAZIL
necklace,Other,0.12,Air,Low,F,0.3,GERMANY
necklace,Other,0.64,Land,Medium,C,0.58,CHINA
necklace,Paper,0.58,Ship,Medium,B,0.21,FRANCE
necklace,Aluminum,0.95,Ship,High,A,0.85,INDIA
necklace,Plastic,1.91,Ship,Low,D,1.83,FRANCE
necklace,Bamboo,0.21,Ship,Medium,A+,0.09,JAPAN
necklace,Other,0.23,Ship,High,B,0.13,ITALY
necklace,Bamboo,1.1,Land,Medium,A,0.59,JAPAN
necklace,Cardboard,1.0,Air,Medium,F,1.57,GERMANY
necklace,Plastic,0.53,Air,Low,F,1.59,ITALY
necklace,Bamboo,1.71,Ship,Medium,D,0.74,UK
necklace,Cardboard,0.5,Ship,Medium,A,0.25,BRAZIL
necklace,Cardboard,1.69,Air,Medium,F,2.66,NORWAY
necklace,Steel,1.34,Land,High,D,1.69,GERMANY
necklace,Aluminum,0.42,Air,High,F,1.18,RUSSIA
necklace,Cardboard,0.97,Land,Medium,D,0.61,FRANCE
necklace,Paper,0.39,Land,Medium,C,0.18,UK
necklace,Cardboard,0.69,Ship,Medium,A,0.35,INDIA
necklace,Steel,1.09,Land,High,C,1.37,USA
necklace,Bamboo,1.5,Land,Medium,D,0.81,NORWAY
necklace,Plastic,0.69,Air,Low,F,2.07,USA
necklace,Paper,1.25,Ship,Medium,D,0.45,INDIA
necklace,Plastic,1.34,Ship,Low,D,1.29,BRAZIL
necklace,Aluminum,1.55,Ship,High,D,1.39,CHINA
necklace,Steel,0.55,Air,High,F,1.73,RUSSIA
necklace,Aluminum,1.93,Air,High,F,5.4,NORWAY
necklace,Other,0.6,Ship,Low,C,0.48,SINGAPORE
necklace,Glass,0.61,Air,High,F,1.6,FRANCE
necklace,Steel,1.97,Air,High,F,6.21,USA
necklace,Paper,0.65,Ship,Medium,A,0.23,FRANCE
necklace,Glass,1.68,Land,High,D,1.76,INDIA
necklace,Paper,0.83,Land,Medium,F,0.37,NORWAY
necklace,Glass,1.98,Air,High,F,5.2,SINGAPORE
necklace,Other,1.8,Ship,Medium,D,1.3,USA
necklace,Glass,1.64,Land,High,D,1.72,SINGAPORE
necklace,Plastic,1.01,Land,Low,C,1.21,ITALY
necklace,Cardboard,1.51,Air,Medium,F,2.38,SINGAPORE
necklace,Glass,1.59,Air,High,F,4.17,ITALY
necklace,Glass,0.35,Land,High,B,0.37,FRANCE
necklace,Plastic,0.36,Ship,Low,D,0.35,INDIA
necklace,Aluminum,0.64,Ship,High,C,0.57,SINGAPORE
necklace,Steel,1.32,Ship,High,D,1.33,SINGAPORE
necklace,Cardboard,1.0,Ship,Medium,D,0.5,SINGAPORE
necklace,Cardboard,1.75,Air,Medium,F,2.76,RUSSIA
necklace,Aluminum,0.32,Land,High,B,0.36,ITALY
necklace,Paper,0.93,Air,Medium,F,1.05,UK
necklace,Glass,0.81,Ship,High,B,0.68,SINGAPORE
necklace,Other,1.46,Air,High,F,2.55,NORWAY
necklace,Steel,0.11,Land,High,C,0.14,CHINA
necklace,Aluminum,0.81,Land,High,D,0.91,INDIA
necklace,Other,0.85,Air,Low,F,2.12,SINGAPORE
necklace,Bamboo,0.77,Ship,Medium,D,0.33,UK
necklace,Paper,0.49,Ship,Medium,B,0.18,USA
necklace,Bamboo,0.31,Ship,Medium,A+,0.13,RUSSIA
necklace,Other,1.98,Ship,Low,D,1.58,BRAZIL
necklace,Glass,0.1,Air,High,F,0.26,UK
necklace,Bamboo,1.23,Land,Medium,D,0.66,SINGAPORE
necklace,Plastic,1.82,Land,Low,D,2.18,RUSSIA
necklace,Paper,0.87,Ship,Medium,C,0.31,UK
necklace,Other,1.46,Ship,High,D,0.82,INDIA
necklace,Aluminum,0.75,Ship,High,E,0.67,GERMANY
necklace,Plastic,0.83,Land,Low,C,1.0,ITALY
necklace,Glass,1.07,Land,High,B,1.12,RUSSIA
necklace,Paper,0.62,Land,Medium,D,0.28,FRANCE
necklace,Paper,1.77,Air,Medium,F,1.99,INDIA
necklace,Bamboo,1.64,Ship,Medium,D,0.71,USA
necklace,Paper,1.98,Air,Medium,F,2.23,JAPAN
necklace,Other,0.24,Ship,Medium,D,0.17,SINGAPORE
necklace,Paper,0.23,Land,Medium,A,0.1,USA
necklace,Glass,0.49,Land,High,C,0.51,GERMANY
necklace,Plastic,1.59,Air,Low,F,4.77,INDIA
necklace,Steel,0.23,Ship,High,C,0.23,UK
extension cord,Bamboo,0.99,Land,Medium,D,0.53,BRAZIL
extension cord,Paper,0.56,Ship,Medium,C,0.2,BRAZIL
extension cord,Glass,1.4,Land,High,D,1.47,SINGAPORE
extension cord,Glass,1.14,Air,High,F,2.99,NORWAY
extension cord,Bamboo,1.02,Ship,Medium,E,0.44,USA
extension cord,Other,0.57,Ship,Low,F,0.46,RUSSIA
extension cord,Plastic,0.66,Land,Low,C,0.79,GERMANY
extension cord,Cardboard,1.12,Air,Medium,F,1.76,INDIA
extension cord,Glass,1.82,Ship,High,D,1.53,RUSSIA
extension cord,Steel,1.52,Air,High,F,4.79,FRANCE
extension cord,Glass,0.13,Ship,High,B,0.11,JAPAN
extension cord,Other,0.37,Land,High,B,0.26,CHINA
extension cord,Bamboo,0.47,Land,Medium,A,0.25,UK
extension cord,Other,1.47,Ship,Medium,D,1.06,BRAZIL
extension cord,Steel,0.27,Land,High,C,0.34,FRANCE
extension cord,Paper,1.44,Ship,Medium,D,0.52,SINGAPORE
extension cord,Other,0.43,Land,Medium,B,0.39,CHINA
extension cord,Plastic,0.28,Air,Low,F,0.84,FRANCE
extension cord,Glass,0.18,Air,High,F,0.47,SINGAPORE
extension cord,Other,1.44,Land,Low,D,1.44,GERMANY
extension cord,Steel,0.98,Ship,High,C,0.99,JAPAN
extension cord,Cardboard,1.2,Land,Medium,A,0.76,INDIA
extension cord,Aluminum,1.33,Land,High,D,1.49,INDIA
extension cord,Bamboo,1.59,Air,Medium,F,2.15,GERMANY
extension cord,Steel,1.34,Land,High,D,1.69,JAPAN
extension cord,Bamboo,1.64,Ship,Medium,D,0.71,UK
extension cord,Aluminum,0.77,Air,High,F,2.16,BRAZIL
extension cord,Steel,1.56,Land,High,D,1.97,FRANCE
extension cord,Steel,1.3,Land,High,D,1.64,UK
extension cord,Steel,1.07,Air,High,F,3.37,BRAZIL
extension cord,Steel,1.7,Land,High,D,2.14,INDIA
extension cord,Bamboo,1.99,Air,Medium,F,2.69,ITALY
extension cord,Steel,0.79,Ship,High,C,0.8,ITALY
extension cord,Paper,0.84,Air,Medium,F,0.95,ITALY
extension cord,Cardboard,0.9,Land,Medium,D,0.57,CHINA
extension cord,Other,0.19,Ship,Low,F,0.15,UK
extension cord,Cardboard,1.99,Air,Medium,F,3.13,INDIA
extension cord,Glass,0.12,Air,High,F,0.31,SINGAPORE
extension cord,Glass,0.63,Air,High,F,1.65,JAPAN
extension cord,Steel,0.92,Air,High,F,2.9,NORWAY
extension cord,Bamboo,1.42,Land,Medium,D,0.77,GERMANY
extension cord,Plastic,1.38,Land,Low,D,1.66,RUSSIA
extension cord,Aluminum,1.4,Land,High,D,1.57,RUSSIA
extension cord,Aluminum,1.1,Land,High,E,1.23,FRANCE
extension cord,Aluminum,0.72,Ship,High,B,0.65,UK
extension cord,Aluminum,1.67,Air,High,F,4.68,CHINA
extension cord,Glass,1.23,Land,High,D,1.29,GERMANY
extension cord,Glass,1.16,Air,High,F,3.04,SINGAPORE
extension cord,Steel,1.15,Land,High,C,1.45,FRANCE
extension cord,Glass,0.21,Air,High,F,0.55,GERMANY
extension cord,Paper,1.79,Air,Medium,F,2.01,BRAZIL
extension cord,Paper,1.35,Land,Medium,D,0.61,USA
extension cord,Glass,1.34,Ship,High,D,1.13,BRAZIL
extension cord,Plastic,0.14,Land,Low,C,0.17,ITALY
extension cord,Aluminum,0.77,Land,High,C,0.86,NORWAY
extension cord,Other,0.79,Air,Medium,F,1.78,BRAZIL
extension cord,Other,0.13,Ship,Low,D,0.1,JAPAN
extension cord,Steel,0.25,Ship,High,C,0.25,JAPAN
extension cord,Paper,0.16,Land,Medium,B,0.07,FRANCE
extension cord,Cardboard,1.47,Air,Medium,F,2.32,ITALY
extension cord,Plastic,0.9,Ship,Low,F,0.86,BRAZIL
extension cord,Bamboo,0.24,Air,Medium,F,0.32,JAPAN
extension cord,Plastic,0.11,Air,Low,F,0.33,FRANCE
extension cord,Aluminum,0.4,Air,High,F,1.12,SINGAPORE
extension cord,Bamboo,1.74,Ship,Medium,D,0.75,USA
extension cord,Paper,0.37,Air,Medium,F,0.42,UK
extension cord,Glass,0.12,Air,High,F,0.31,CHINA
extension cord,Plastic,1.75,Air,Low,F,5.25,SINGAPORE
extension cord,Bamboo,1.0,Ship,Medium,D,0.43,INDIA
extension cord,Cardboard,1.92,Land,Medium,D,1.21,JAPAN
extension cord,Glass,1.56,Land,High,D,1.64,JAPAN
extension cord,Paper,1.46,Land,Medium,D,0.66,GERMANY
extension cord,Bamboo,1.26,Ship,Medium,D,0.54,NORWAY
extension cord,Steel,1.55,Ship,High,D,1.56,RUSSIA
extension cord,Cardboard,1.14,Air,Medium,F,1.8,ITALY
extension cord,Other,1.44,Land,High,D,1.01,UK
extension cord,Bamboo,1.12,Land,Medium,C,0.6,RUSSIA
extension cord,Other,0.15,Air,Low,F,0.38,BRAZIL
extension cord,Glass,0.86,Air,High,F,2.26,GERMANY
extension cord,Paper,0.85,Air,Medium,F,0.96,RUSSIA
extension cord,Paper,0.5,Land,Medium,F,0.23,SINGAPORE
extension cord,Other,0.36,Land,Low,A,0.36,UK
extension cord,Glass,0.49,Air,High,F,1.29,SINGAPORE
extension cord,Plastic,1.82,Air,Low,F,5.46,FRANCE
extension cord,Plastic,1.64,Ship,Low,D,1.57,NORWAY
extension cord,Aluminum,0.11,Land,High,F,0.12,BRAZIL
extension cord,Aluminum,1.56,Ship,High,D,1.4,UK
extension cord,Bamboo,0.23,Land,Medium,E,0.12,SINGAPORE
extension cord,Bamboo,0.38,Ship,Medium,A+,0.16,RUSSIA
extension cord,Steel,0.61,Land,High,C,0.77,SINGAPORE
extension cord,Plastic,0.47,Air,Low,F,1.41,SINGAPORE
extension cord,Cardboard,0.57,Ship,Medium,F,0.29,INDIA
extension cord,Bamboo,1.07,Land,Medium,C,0.58,ITALY
extension cord,Glass,0.66,Ship,High,B,0.55,BRAZIL
extension cord,Glass,1.95,Land,High,D,2.05,RUSSIA
extension cord,Plastic,1.13,Ship,Low,B,1.08,FRANCE
extension cord,Steel,1.41,Land,High,D,1.78,FRANCE
extension cord,Cardboard,0.2,Air,Medium,F,0.32,ITALY
extension cord,Aluminum,1.44,Ship,High,D,1.29,NORWAY
extension cord,Glass,0.74,Land,High,F,0.78,UK
nail clippers,Plastic,0.86,Land,Low,C,1.03,RUSSIA
nail clippers,Other,0.64,Ship,Low,E,0.51,SINGAPORE
nail clippers,Cardboard,0.48,Ship,Medium,C,0.24,CHINA
nail clippers,Other,1.53,Ship,Low,D,1.22,ITALY
nail clippers,Cardboard,1.44,Air,Medium,F,2.27,CHINA
nail clippers,Other,1.74,Ship,Medium,D,1.25,FRANCE
nail clippers,Glass,1.93,Air,High,F,5.07,FRANCE
nail clippers,Steel,0.44,Air,High,F,1.39,FRANCE
nail clippers,Cardboard,0.37,Ship,Medium,D,0.19,BRAZIL
nail clippers,Glass,1.96,Land,High,D,2.06,RUSSIA
nail clippers,Paper,1.52,Ship,Medium,D,0.55,RUSSIA
nail clippers,Cardboard,1.95,Ship,Medium,D,0.98,FRANCE
nail clippers,Aluminum,1.72,Air,High,F,4.82,NORWAY
nail clippers,Steel,0.97,Air,High,F,3.06,USA
nail clippers,Bamboo,1.37,Land,Medium,D,0.74,FRANCE
nail clippers,Glass,1.69,Air,High,F,4.44,ITALY
nail clippers,Plastic,0.92,Land,Low,C,1.1,JAPAN
nail clippers,Bamboo,0.39,Air,Medium,F,0.53,RUSSIA
nail clippers,Glass,0.44,Air,High,F,1.16,ITALY
nail clippers,Glass,0.33,Land,High,E,0.35,USA
nail clippers,Glass,0.72,Air,High,F,1.89,JAPAN
nail clippers,Aluminum,1.35,Land,High,D,1.51,NORWAY
nail clippers,Paper,1.56,Ship,Medium,D,0.56,SINGAPORE
nail clippers,Paper,0.8,Ship,Medium,A,0.29,GERMANY
nail clippers,Steel,1.56,Land,High,D,1.97,INDIA
nail clippers,Aluminum,1.0,Ship,High,C,0.9,SINGAPORE
nail clippers,Aluminum,1.46,Air,High,F,4.09,GERMANY
nail clippers,Plastic,1.98,Air,Low,F,5.94,NORWAY
nail clippers,Steel,1.74,Ship,High,D,1.75,UK
nail clippers,Bamboo,1.53,Land,Medium,D,0.83,RUSSIA
nail clippers,Aluminum,0.91,Air,High,F,2.55,SINGAPORE
nail clippers,Paper,0.14,Air,Medium,F,0.16,JAPAN
nail clippers,Other,0.98,Air,Low,F,2.45,CHINA
nail clippers,Paper,0.3,Ship,Medium,A,0.11,INDIA
nail clippers,Steel,0.33,Land,High,C,0.42,USA
nail clippers,Steel,1.74,Air,High,F,5.48,USA
nail clippers,Paper,1.21,Ship,Medium,D,0.44,SINGAPORE
nail clippers,Plastic,0.46,Air,Low,F,1.38,UK
nail clippers,Other,0.43,Land,Low,D,0.43,SINGAPORE
nail clippers,Cardboard,1.62,Ship,Medium,D,0.82,INDIA
nail clippers,Other,0.31,Air,High,F,0.54,CHINA
nail clippers,Steel,0.35,Air,High,F,1.1,INDIA
nail clippers,Cardboard,1.73,Air,Medium,F,2.72,GERMANY
nail clippers,Other,1.92,Land,High,D,1.34,ITALY
nail clippers,Glass,0.56,Air,High,F,1.47,USA
nail clippers,Glass,1.66,Land,High,D,1.74,CHINA
nail clippers,Cardboard,1.83,Ship,Medium,D,0.92,NORWAY
nail clippers,Plastic,0.52,Land,Low,C,0.62,UK
nail clippers,Aluminum,0.38,Ship,High,F,0.34,NORWAY
nail clippers,Plastic,1.96,Ship,Low,D,1.88,ITALY
nail clippers,Glass,0.33,Land,High,D,0.35,RUSSIA
nail clippers,Cardboard,0.93,Air,Medium,F,1.46,CHINA
nail clippers,Other,1.12,Ship,Low,E,0.9,ITALY
nail clippers,Paper,0.38,Land,Medium,B,0.17,CHINA
nail clippers,Cardboard,1.61,Land,Medium,D,1.01,INDIA
nail clippers,Paper,1.25,Air,Medium,F,1.41,BRAZIL
nail clippers,Cardboard,1.91,Ship,Medium,D,0.96,JAPAN
nail clippers,Bamboo,0.95,Air,Medium,F,1.28,BRAZIL
nail clippers,Aluminum,1.09,Land,High,D,1.22,NORWAY
nail clippers,Bamboo,0.51,Ship,Medium,F,0.22,USA
nail clippers,Aluminum,1.02,Land,High,F,1.14,GERMANY
nail clippers,Steel,0.45,Land,High,C,0.57,NORWAY
nail clippers,Paper,1.17,Air,Medium,F,1.32,NORWAY
nail clippers,Aluminum,0.24,Air,High,F,0.67,USA
nail clippers,Plastic,1.07,Ship,Low,B,1.03,INDIA
nail clippers,Bamboo,1.64,Land,Medium,D,0.89,NORWAY
nail clippers,Aluminum,1.22,Land,High,D,1.37,CHINA
nail clippers,Paper,1.62,Ship,Medium,D,0.58,UK
nail clippers,Steel,0.38,Land,High,C,0.48,INDIA
nail clippers,Plastic,1.07,Ship,Low,A,1.03,FRANCE
nail clippers,Cardboard,1.29,Ship,Medium,D,0.65,USA
nail clippers,Glass,1.49,Ship,High,D,1.25,ITALY
nail clippers,Paper,1.52,Air,Medium,F,1.71,USA
nail clippers,Aluminum,0.4,Land,High,A,0.45,ITALY
nail clippers,Other,0.82,Air,Medium,F,1.84,UK
nail clippers,Aluminum,0.61,Air,High,F,1.71,FRANCE
nail clippers,Glass,1.54,Air,High,F,4.04,JAPAN
nail clippers,Other,0.21,Land,Medium,C,0.19,FRANCE
nail clippers,Cardboard,1.87,Air,Medium,F,2.95,FRANCE
nail clippers,Aluminum,0.9,Air,High,F,2.52,ITALY
nail clippers,Aluminum,0.23,Land,High,F,0.26,RUSSIA
nail clippers,Other,0.96,Ship,High,B,0.54,FRANCE
nail clippers,Aluminum,1.88,Air,High,F,5.26,JAPAN
nail clippers,Plastic,1.75,Air,Low,F,5.25,BRAZIL
nail clippers,Other,0.53,Ship,Low,A,0.42,NORWAY
nail clippers,Aluminum,1.96,Land,High,D,2.2,RUSSIA
nail clippers,Paper,1.53,Land,Medium,D,0.69,ITALY
nail clippers,Other,1.5,Land,High,D,1.05,NORWAY
nail clippers,Aluminum,1.84,Ship,High,D,1.65,ITALY
nail clippers,Aluminum,1.98,Air,High,F,5.54,GERMANY
nail clippers,Aluminum,0.15,Land,High,F,0.17,ITALY
nail clippers,Aluminum,0.71,Ship,High,B,0.64,BRAZIL
nail clippers,Bamboo,0.17,Air,Medium,F,0.23,NORWAY
nail clippers,Cardboard,0.23,Land,Medium,B,0.14,JAPAN
nail clippers,Paper,1.9,Air,Medium,F,2.14,GERMANY
nail clippers,Plastic,1.29,Air,Low,F,3.87,INDIA
nail clippers,Cardboard,1.54,Land,Medium,D,0.97,INDIA
nail clippers,Paper,0.37,Land,Medium,E,0.17,USA
nail clippers,Paper,1.0,Land,Medium,C,0.45,NORWAY
nail clippers,Other,0.18,Land,Medium,D,0.16,INDIA
glow sticks,Cardboard,0.9,Ship,Medium,F,0.45,FRANCE
glow sticks,Steel,1.06,Land,High,C,1.34,CHINA
glow sticks,Glass,0.81,Ship,High,B,0.68,BRAZIL
glow sticks,Cardboard,0.72,Land,Medium,D,0.45,FRANCE
glow sticks,Paper,0.95,Ship,Medium,A,0.34,BRAZIL
glow sticks,Steel,0.87,Ship,High,C,0.88,GERMANY
glow sticks,Plastic,0.97,Air,Low,F,2.91,GERMANY
glow sticks,Paper,1.54,Land,Medium,D,0.69,USA
glow sticks,Aluminum,1.19,Air,High,F,3.33,JAPAN
glow sticks,Plastic,1.78,Land,Low,D,2.14,USA
glow sticks,Plastic,1.19,Land,Low,C,1.43,INDIA
glow sticks,Paper,1.61,Land,Medium,D,0.72,JAPAN
glow sticks,Paper,1.43,Ship,Medium,D,0.51,CHINA
glow sticks,Paper,0.92,Air,Medium,F,1.04,INDIA
glow sticks,Plastic,1.05,Air,Low,F,3.15,UK
glow sticks,Paper,0.48,Ship,Medium,A,0.17,CHINA
glow sticks,Steel,0.36,Ship,High,C,0.36,BRAZIL
glow sticks,Bamboo,1.11,Air,Medium,F,1.5,RUSSIA
glow sticks,Paper,1.21,Ship,Medium,D,0.44,CHINA
glow sticks,Bamboo,1.08,Ship,Medium,B,0.47,NORWAY
glow sticks,Steel,1.78,Air,High,F,5.61,UK
glow sticks,Other,1.73,Air,Medium,F,3.89,SINGAPORE
glow sticks,Paper,1.74,Ship,Medium,D,0.63,FRANCE
glow sticks,Cardboard,1.81,Land,Medium,D,1.14,FRANCE
glow sticks,Bamboo,2.0,Air,Medium,F,2.7,GERMANY
glow sticks,Plastic,1.54,Land,Low,D,1.85,GERMANY
glow sticks,Plastic,0.16,Land,Low,C,0.19,FRANCE
glow sticks,Glass,1.33,Air,High,F,3.49,NORWAY
glow sticks,Steel,0.74,Ship,High,C,0.75,USA
glow sticks,Cardboard,1.74,Land,Medium,D,1.1,BRAZIL
glow sticks,Bamboo,1.49,Ship,Medium,D,0.64,BRAZIL
glow sticks,Bamboo,1.07,Air,Medium,F,1.44,RUSSIA
glow sticks,Glass,0.62,Land,High,C,0.65,FRANCE
glow sticks,Paper,1.85,Ship,Medium,D,0.67,JAPAN
glow sticks,Steel,1.69,Ship,High,D,1.7,UK
glow sticks,Other,1.44,Land,Medium,D,1.3,ITALY
glow sticks,Cardboard,0.67,Land,Medium,F,0.42,BRAZIL
glow sticks,Cardboard,0.26,Land,Medium,F,0.16,INDIA
glow sticks,Aluminum,1.4,Land,High,D,1.57,INDIA
glow sticks,Plastic,0.88,Air,Low,F,2.64,INDIA
glow sticks,Other,0.98,Ship,High,C,0.55,JAPAN
glow sticks,Aluminum,0.21,Air,High,F,0.59,ITALY
glow sticks,Cardboard,1.13,Land,Medium,A,0.71,ITALY
glow sticks,Aluminum,1.05,Air,High,F,2.94,UK
glow sticks,Other,1.22,Land,High,D,0.85,FRANCE
glow sticks,Steel,0.49,Air,High,F,1.54,RUSSIA
glow sticks,Other,0.21,Air,Medium,F,0.47,NORWAY
glow sticks,Other,0.42,Ship,Medium,B,0.3,ITALY
glow sticks,Glass,1.57,Air,High,F,4.12,FRANCE
glow sticks,Bamboo,1.84,Air,Medium,F,2.48,RUSSIA
glow sticks,Paper,0.41,Ship,Medium,D,0.15,UK
glow sticks,Steel,0.46,Air,High,F,1.45,JAPAN
glow sticks,Aluminum,1.49,Ship,High,D,1.34,BRAZIL
glow sticks,Aluminum,0.98,Land,High,F,1.1,BRAZIL
glow sticks,Plastic,1.46,Land,Low,D,1.75,JAPAN
glow sticks,Glass,1.24,Land,High,D,1.3,SINGAPORE
glow sticks,Glass,1.53,Ship,High,D,1.29,NORWAY
glow sticks,Bamboo,0.64,Land,Medium,E,0.35,SINGAPORE
glow sticks,Other,0.12,Land,High,C,0.08,ITALY
glow sticks,Plastic,0.91,Land,Low,C,1.09,INDIA
glow sticks,Aluminum,0.56,Air,High,F,1.57,FRANCE
glow sticks,Aluminum,1.46,Ship,High,D,1.31,BRAZIL
glow sticks,Plastic,0.69,Air,Low,F,2.07,GERMANY
glow sticks,Bamboo,0.94,Land,Medium,D,0.51,ITALY
glow sticks,Plastic,1.71,Air,Low,F,5.13,BRAZIL
glow sticks,Paper,1.97,Ship,Medium,D,0.71,USA
glow sticks,Cardboard,1.83,Land,Medium,D,1.15,JAPAN
glow sticks,Bamboo,1.29,Air,Medium,F,1.74,JAPAN
glow sticks,Steel,1.27,Ship,High,D,1.28,CHINA
glow sticks,Cardboard,0.74,Air,Medium,F,1.17,UK
glow sticks,Glass,1.54,Land,High,D,1.62,BRAZIL
glow sticks,Steel,1.36,Ship,High,D,1.37,USA
glow sticks,Aluminum,0.28,Ship,High,E,0.25,UK
glow sticks,Other,0.99,Land,Low,F,0.99,INDIA
glow sticks,Plastic,1.58,Land,Low,D,1.9,FRANCE
glow sticks,Cardboard,0.77,Land,Medium,F,0.49,USA
glow sticks,Cardboard,1.99,Ship,Medium,D,1.0,FRANCE
glow sticks,Steel,1.49,Air,High,F,4.69,JAPAN
glow sticks,Steel,1.56,Air,High,F,4.91,NORWAY
glow sticks,Plastic,1.44,Land,Low,D,1.73,USA
glow sticks,Glass,1.46,Land,High,D,1.53,USA
glow sticks,Bamboo,1.51,Air,Medium,F,2.04,GERMANY
glow sticks,Paper,0.79,Ship,Medium,C,0.28,INDIA
glow sticks,Bamboo,0.97,Ship,Medium,C,0.42,SINGAPORE
glow sticks,Cardboard,0.95,Air,Medium,F,1.5,INDIA
glow sticks,Cardboard,1.45,Air,Medium,F,2.28,UK
glow sticks,Glass,0.2,Air,High,F,0.53,GERMANY
glow sticks,Other,1.51,Air,Low,F,3.77,NORWAY
glow sticks,Cardboard,0.16,Land,Medium,B,0.1,JAPAN
glow sticks,Other,0.79,Land,High,D,0.55,USA
glow sticks,Paper,1.39,Ship,Medium,D,0.5,UK
glow sticks,Aluminum,0.89,Ship,High,C,0.8,INDIA
glow sticks,Cardboard,1.3,Air,Medium,F,2.05,GERMANY
glow sticks,Plastic,0.29,Air,Low,F,0.87,JAPAN
glow sticks,Cardboard,0.2,Land,Medium,E,0.13,NORWAY
glow sticks,Paper,0.22,Ship,Medium,A,0.08,BRAZIL
glow sticks,Other,1.29,Ship,Low,D,1.03,INDIA
glow sticks,Cardboard,1.9,Ship,Medium,D,0.96,ITALY
glow sticks,Paper,0.7,Ship,Medium,A,0.25,NORWAY
glow sticks,Steel,1.75,Air,High,F,5.51,GERMANY
fork,Plastic,1.28,Ship,Low,D,1.23,BRAZIL
fork,Cardboard,1.56,Land,Medium,D,0.98,BRAZIL
fork,Glass,0.38,Air,High,F,1.0,INDIA
fork,Aluminum,1.87,Air,High,F,5.24,FRANCE
fork,Bamboo,1.15,Air,Medium,F,1.55,GERMANY
fork,Cardboard,0.29,Ship,Medium,F,0.15,JAPAN
fork,Plastic,0.95,Air,Low,F,2.85,JAPAN
fork,Other,0.42,Land,Medium,E,0.38,UK
fork,Paper,0.64,Ship,Medium,F,0.23,NORWAY
fork,Paper,1.19,Ship,Medium,D,0.43,CHINA
fork,Cardboard,1.85,Air,Medium,F,2.91,SINGAPORE
fork,Cardboard,0.93,Air,Medium,F,1.46,JAPAN
fork,Paper,1.41,Ship,Medium,D,0.51,USA
fork,Aluminum,1.9,Ship,High,D,1.7,BRAZIL
fork,Paper,1.18,Land,Medium,F,0.53,CHINA
fork,Other,1.35,Land,Low,D,1.35,BRAZIL
fork,Paper,0.83,Land,Medium,E,0.37,INDIA
fork,Glass,0.77,Air,High,F,2.02,CHINA
fork,Aluminum,1.84,Ship,High,D,1.65,GERMANY
fork,Aluminum,1.16,Land,High,A,1.3,JAPAN
fork,Cardboard,1.71,Land,Medium,D,1.08,ITALY
fork,Paper,0.56,Air,Medium,F,0.63,JAPAN
fork,Other,1.74,Ship,High,D,0.97,ITALY
fork,Other,0.67,Ship,Medium,F,0.48,FRANCE
fork,Steel,1.25,Air,High,F,3.94,NORWAY
fork,Steel,1.64,Ship,High,D,1.65,UK
fork,Bamboo,0.7,Land,Medium,C,0.38,GERMANY
fork,Paper,0.98,Air,Medium,F,1.1,GERMANY
fork,Bamboo,0.67,Ship,Medium,F,0.29,SINGAPORE
fork,Steel,0.42,Air,High,F,1.32,UK
fork,Steel,0.17,Land,High,C,0.21,SINGAPORE
fork,Steel,1.46,Ship,High,D,1.47,UK
fork,Glass,0.12,Ship,High,B,0.1,CHINA
fork,Plastic,1.82,Land,Low,D,2.18,ITALY
fork,Plastic,0.88,Land,Low,C,1.06,RUSSIA
fork,Bamboo,0.72,Air,Medium,F,0.97,BRAZIL
fork,Glass,0.91,Land,High,D,0.96,ITALY
fork,Other,0.98,Land,High,C,0.69,JAPAN
fork,Steel,1.53,Ship,High,D,1.54,ITALY
fork,Paper,0.14,Air,Medium,F,0.16,UK
fork,Paper,0.29,Air,Medium,F,0.33,UK
fork,Bamboo,1.8,Land,Medium,D,0.97,SINGAPORE
fork,Other,1.48,Ship,High,D,0.83,CHINA
fork,Steel,0.54,Ship,High,C,0.54,ITALY
fork,Glass,1.45,Ship,High,D,1.22,NORWAY
fork,Glass,1.61,Air,High,F,4.23,UK
fork,Bamboo,1.97,Air,Medium,F,2.66,INDIA
fork,Glass,0.74,Ship,High,B,0.62,INDIA
fork,Other,1.7,Air,Medium,F,3.83,INDIA
fork,Aluminum,1.53,Air,High,F,4.28,UK
fork,Paper,1.23,Air,Medium,F,1.38,UK
fork,Bamboo,0.74,Ship,Medium,E,0.32,CHINA
fork,Other,0.46,Land,Low,D,0.46,CHINA
fork,Glass,1.1,Land,High,F,1.16,FRANCE
fork,Aluminum,1.02,Air,High,F,2.86,SINGAPORE
fork,Aluminum,1.7,Ship,High,D,1.52,UK
fork,Steel,0.89,Air,High,F,2.8,GERMANY
fork,Bamboo,0.23,Ship,Medium,A+,0.1,INDIA
fork,Other,1.65,Ship,Low,D,1.32,GERMANY
fork,Bamboo,0.83,Land,Medium,B,0.45,USA
fork,Bamboo,0.7,Land,Medium,D,0.38,CHINA
fork,Aluminum,0.38,Land,High,C,0.43,CHINA
fork,Plastic,1.09,Air,Low,F,3.27,JAPAN
fork,Aluminum,0.28,Ship,High,F,0.25,CHINA
fork,Aluminum,0.16,Air,High,F,0.45,RUSSIA
fork,Steel,0.34,Air,High,F,1.07,ITALY
fork,Glass,0.89,Ship,High,B,0.75,FRANCE
fork,Aluminum,0.79,Land,High,E,0.88,RUSSIA
